word: የሚቆመው	stem: ሚቆመው
word: አጠገባቸው	stem: አጠገብ
word: የሚፈልቁበት	citation: ፈለቀ
word: ስለምመሠክርበት	stem: ምመሰክርበት
word: እስክውጥስ	stem: ስክውጥስ
word: ሊሰርቋቸው	citation: ሰረቀ
word: ተሰራጭተው	stem: ተሰራጭተ
word: እብሪተኛ	stem: ብሪተኛ
word: ሃሮራዊው	stem: ሀሮራዊ
word: እንዲቀበል	citation: ተቀበለ
word: እንድትወዱና	stem: እንድትወድ
word: የታሪክ	stem: ታሪክ
word: ተነጥቆ	citation: ተነጠቀ
word: በየቅርንጫፉ	stem: ቅርንጫፍ
word: በሚነደፍበት	citation: ተነደፈ
word: ለበደል	stem: በደል
word: እስረኛ	stem: ስረኛ
word: ጠላትንና	stem: ጠላት
word: የለካኸው	stem: ለካኸ
word: ማኔህ	stem: ማኔ
word: የጎይምን	stem: ጎይምን
word: ያልከፈልኩበትን	citation: ከፈለ
word: የኤሊዔዘር	stem: ኤሊኤዘር
word: ፍጥነትና	stem: ፍጥነት
word: ብሏልና	stem: ብልዋልና
word: ከመሄዳቸው	stem: መሄዳቸው
word: ያጽኗችሁ	stem: አጽኗችሁ
word: እንዲያስበውም	stem: እንዲያስበው
word: ለዋናው	stem: ለዋና
word: ለሆዳቸው	stem: ለሆዳቸ
word: የከብትን	stem: ከብት
word: ከስብራትሽ	stem: ከስብራት
word: ከምሰጣችሁ	stem: ከምሰጣችህ
word: በክንፎቹም	stem: ክንፎች
word: እየፈለገህ	citation: ፈለገ
word: ቅድስናንም	stem: ቅድስና
word: እንዲሰፍን	citation: ሰፈነ
word: ቆዳውንም	stem: ቆዳ
word: አበሮቹን	stem: አበራ
word: ከማኪር	stem: ማኪር
word: ጊልያዳውያንም	stem: ጊልያዳውያን
word: ነገሥታትንም	stem: ነገስታት
word: የከተሞቹ	stem: ከተማ
word: እንጨታችንን	stem: እንጨት
word: ትቁረጥ	citation: ቆረጠ
word: በፊደል	stem: ፊደል
word: ለመገላገል	stem: ገላገለ
word: እንዳይደረግበት	stem: ንዳይደረግበት
word: ይሰጥሽ	stem: ይሰጥ
word: ስለሚፈነጥቅ	stem: ሚፈነጥቅ
word: ያረጁ	stem: ያረጅ
word: አይቆጠርለትም	citation: ተቆጠረ
word: የጽዮንን	stem: ጽዮን
word: እንለብሳለን	citation: ለበሰ
word: በሚያስኬድበት	stem: ሚያስኬድበት
word: በሚያበረክተው	citation: አበረከተ
word: የመንግሥት	stem: መንግስት
word: በመስተጓጎሉ	stem: መስተጓጎል
word: ሻአላቢን	stem: ሻአላቢ
word: የምወስድ	citation: ወሰደ
word: አትዳረጉም	stem: አትዳረጉ
word: ሊደርሱበት	citation: ደረሰ
word: መሣሪያዎቹም	stem: መሳሪያ
word: የማታውቅ	stem: ማታውቅ
word: በምትዘምትበት	citation: ዘመተ
word: ስለተከታተሉት	citation: ተከታተለ
word: የምትቆርጡት	citation: ቆረጠ
word: የሚገዛቸው	stem: የሚገዛቸ
word: አይተርፍም	citation: ተረፈ
word: በሕዝቡ	stem: ህዝብ
word: የለንምና	stem: ለንም
word: ያደርጉባችኋል	citation: አደረገ
word: ጰኑኤልን	stem: ጰኑኤል
word: የለምና	stem: ለም
word: የመጨረሻዎቹ	stem: ጨረሰ
word: ቀደሞትን	stem: ቀደሞት
word: ይዘላል	citation: ዘለለ
word: ሻሩሄን	stem: ሻሩህ
word: ሁንላቸው	stem: ሁንላቸ
word: ንግሥቶች	stem: ንግስት
word: ኢያቡሳውያንን	stem: ኢያቡሳውያን
word: ወሰንን	stem: ወሰን
word: አድርጓል	citation: አደረገ
word: ልታስተውሉ	stem: ልታስተውል
word: ጎኑን	stem: ጎን
word: እንዲጠብቁት	citation: ጠበቀ
word: የምትወድ	citation: ወደደ
word: ታላቅነታቸው	stem: ታላቅነት
word: ፈጸማችሁ	citation: ፈጸመ
word: ትቢያና	stem: ትቢያ
word: ያከማቸው	stem: ያከም
word: ኀፍረታችንን	stem: ሀፍረት
word: ጠብቁ	citation: ጠበቀ
word: በመቶዎችና	stem: መቶ
word: ባለቤት	stem: አለቤት
word: ሁሉስ	stem: ሁል
word: አገልጋዮችህ	stem: አገለገለ
word: ስለምትሰጠኝ	stem: ምትሰጠኝ
word: አመዳይና	stem: አመዳይ
word: ባልሠሩት	stem: አልሰሩት
word: ለመቄዶንያ	stem: መቄዶንያ
word: ይሠራል	citation: ሰረረ
word: እጠቅሳለሁ	citation: ጠቀሰ
word: በመታመን	stem: መታመን
word: የቃምያህን	stem: የቃምያ
word: ከተሸነፉ	citation: ተሸነፈ
word: ከሚቀድበት	citation: ቀደደ
word: ጫኑልን	stem: ጫኑል
word: ቢሞትና	stem: ቢሞት
word: አጥንትና	stem: አጥንት
word: ያላገኘሽ	stem: አላገኘ
word: ለማግኘትም	stem: ለማግኘት
word: የኢዮናዳብን	stem: ኢዮናዳብ
word: ሰጥቻቸዋለሁ	stem: ሰጥቻቸዋለህ
word: ለግርማዬ	stem: ግርማ
word: የተፈታተኑኝና	stem: ተፈታተኑኝና
word: ተርፈን	citation: ተረፈ
word: ይደርስብኛል	citation: ደረሰ
word: የሚታሰብለት	stem: ሚታሰብለት
word: በሚሰኝበት	stem: ሚሰኝበት
word: መኳንንትህ	stem: መኳንንት
word: እንዲወሰዱ	citation: ተወሰደ
word: በበዛ	stem: በዛ
word: እንደተቀበልን	citation: ተቀበለ
word: አፍንጫችሁ	stem: አፍንጭ
word: ሆሮናዊው	stem: ሆሮናዊ
word: ወላጆቻችሁ	stem: ወለደ
word: አለቆቻችንና	stem: አለቃ
word: በደሴቶችም	stem: ደሴቶችም
word: እስረኛውን	stem: እስረኛ
word: ያሳየው	stem: አሳየ
word: ያጽናናል	stem: አጽናናል
word: በማማዎችሽ	stem: በማማዋ
word: በኋለኛው	stem: በህዋለኛ
word: እስራኤላውያንና	stem: እስራኤላውያን
word: ሊታደግህና	stem: ሊታደግህ
word: በደልም	stem: በደል
word: አፍርሰዋል	citation: አፈረሰ
word: ድምፁ	stem: ድምጽ
word: አስጨነቀው	citation: አስጨነቀ
word: ቤተሰባችሁ	stem: ቤተሰብ
word: እንዳይከፍት	stem: ንዳይከፍት
word: ልኮም	stem: ልኮ
word: ቀለቧንም	stem: ቀለብዋንም
word: አይለዋወጥም	stem: አይለዋወጥ
word: ያላስገዛለት	stem: አላስገዛለት
word: ከአራት	stem: አራት
word: እንደምወርስ	stem: ንደምወርስ
word: ጥፋተኞቹ	stem: ጥፋተኛ
word: ልክህን	stem: ልክህ
word: የቀረውንም	stem: ቀረ
word: የተደረገው	citation: ተደረገ
word: ጉብታውን	stem: ጉብታ
word: ሆሬም	stem: ሆር
word: ባስተላለፉት	stem: አስተላለፉት
word: በመንፈሳዊ	stem: መንፈሳዊ
word: የሚያደርስ	citation: አደረሰ
word: የተላኩትን	stem: ተላኩት
word: በተሳናቸው	stem: በተሳናቸ
word: ይመዘብራሉ	citation: መዘበረ
word: የሚፈነቅል	citation: ፈነቀለ
word: ታስብ	citation: አሰሰበ
word: ቀዳሚው	stem: ቀደመ
word: ስካሩ	stem: ስካር
word: በበለጠ	citation: በለጠ
word: አስታውሱ	stem: አስታውስ
word: ለእስራኤል	stem: እስራኤል
word: ኦሬን	stem: ኦር
word: ጅማትና	stem: ጅማት
word: አትቁጠርብን	citation: ቆጠረ
word: የተቤዡት	stem: ተቤዡት
word: እንደሚያጸና	stem: ሚያጸና
word: የኦኒክስ	stem: ኦኒክ
word: የጳንጦስ	stem: ጳንጦ
word: ያገባ	stem: አገባ
word: በምስማር	stem: ምስማር
word: ይባርከዋል	citation: ባረከ
word: ብላቴናው	stem: ብላቴና
word: ስለምትበቃ	stem: ምትበቃ
word: ሟርተኞች	stem: ምዋርተኛ
word: እንደቻለ	stem: ንደቻለ
word: ቤትራፋን	stem: ቤትራፋ
word: አይመለከተውም	citation: ተመለከተ
word: ይደርስባቸው	citation: ደረሰ
word: ሊጡን	stem: ሊጥ
word: እየሸሹ	stem: ሸሽ
word: አስነሳዋለሁ	stem: አስነሳዋለህ
word: ወጣቱም	stem: ወጣቱ
word: መሥዋዕቶቹን	stem: መስዋእት
word: ስለተወሰደ	citation: ተወሰደ
word: የሚገድሉበትን	citation: ገደለ
word: ደርቦ	citation: ደረበ
word: የተወለድኩትና	citation: ተወለደ
word: ወደመሯችሁ	stem: ወደመሯችህ
word: መፈጸምሽን	stem: ፈጸመ
word: ቢከሰት	citation: ተከሰተ
word: ፈቃድ	citation: ፈቃደደ
word: በኢታምር	stem: ኢታምር
word: የተጠቀሱ	citation: ተጠቀሰ
word: ዕድሜዬንም	stem: እድሜ
word: በገሞራ	stem: ገሞራ
word: ወረደበት	citation: ወረደ
word: ሊባኖስ	stem: ሊባኖ
word: አይገባምና	stem: አይገባም
word: ከነቢይም	stem: ነቢይም
word: የኤራውያን	stem: የኤራውያ
word: ደጋንህን	stem: ደጋንህ
word: ልብሶቻችንና	stem: ልብሶቻችን
word: ጆሮንና	stem: ጆሮ
word: የሚያውቁኝም	stem: የሚያውቁኝ
word: የቆሙትን	stem: የቆሙት
word: ከኃጢአቴም	stem: ከሀጢአት
word: ያደረበትን	stem: አደረበት
word: ከፈኩ	stem: ከፈክ
word: ለሚለኝ	stem: ሚለኝ
word: ያመጣችውን	stem: አመጣችውን
word: የጠባቂው	stem: ጠበቀ
word: ታረክሻለሽ	citation: አረከሰ
word: ከበውት	citation: ከበበ
word: ዮያዳም	stem: ዮያዳ
word: ያኢራዊው	stem: ያኢራዊ
word: የፈለግከው	citation: ፈለገ
word: ከወንዙም	stem: ከወንዝ
word: በሞላዳ	stem: ሞላዳ
word: በኤሽተራን	stem: በኤሽተራ
word: ያዩአቸውም	stem: አዩአቸው
word: ተሰጥቶሃል	citation: ተሰጠተ
word: በመብላትም	stem: መብላትም
word: በነበሯት	citation: ነበረ
word: ስላቀረቡ	citation: አቀረበ
word: ምንጮችና	stem: ምንጭ
word: ከችጋርና	stem: ችጋር
word: አትቁረጣቸው	citation: ቆረጠ
word: አታንገላቱ	stem: አታንገላት
word: ጎግንና	stem: ጎግን
word: በደረጃው	stem: ደረጃ
word: ሣጥኑ	stem: ሳጥን
word: ተበረበረ	citation: ተበረበረ
word: የማያደንቅ	stem: ማያደንቅ
word: ሰልለው	citation: ሰለለ
word: ይታሰር	citation: ተታሰረ
word: የሜዳ	stem: ሜዳ
word: ደጋግማችሁ	citation: ደጋገመ
word: አይሁዳውያኑን	stem: አይሁዳውያን
word: መሣሪያዎችና	stem: መሳሪያ
word: ታዩናላችሁ	stem: ታዩናላችህ
word: ያስቆጡት	stem: አስቆጡት
word: ተረዳን	stem: ተረዳ
word: ይደቅቃሉ	stem: ይደቅቃል
word: በሚቀበለው	citation: ተቀበለ
word: መስፈሪያዎች	stem: መስፈሪያ
word: ጉዳያቸው	stem: ጉዳያቸ
word: የሚያደርጓቸውን	citation: አደረገ
word: ታድገዋቸዋል	citation: ታደገ
word: እንደተጻፈው	stem: እንደተጻፈ
word: ከአማልክትም	stem: አማልክት
word: ጠላቶቼን	stem: ጠላት
word: የሌዊንም	stem: ሌዊንም
word: ንግሥናውን	stem: ንግስና
word: በመቃወም	stem: መቃወ
word: የሚያደርግልንን	citation: አደረገ
word: የፈጸምካቸውን	citation: ፈጸመ
word: በመሬትም	stem: መሬት
word: የምትናገረውንም	citation: ተናገረ
word: ከአስተማሪዎቼ	stem: አስተማሪዎቼ
word: እንደጋረዳቸው	stem: እንደጋረዳቸ
word: አርሳለሁ	stem: አርሳለህ
word: ሳንቲም	stem: ሳንቲ
word: ሊያቀርቡልህ	citation: አቀረበ
word: የየዲአዔል	stem: የዲአኤል
word: ያሳስባችኋል	stem: ያሳስባችህዋል
word: አግኝተነዋል	citation: አገኘተ
word: ሟርተኞችን	stem: ሟርተኝ
word: በዙሪያቸው	stem: በዙሪያቸ
word: ማስተረፍ	stem: አስተረፈ
word: አንሺው	stem: አንሺ
word: ቱቦዎች	stem: ቱቦዋ
word: ስታቀርቡ	citation: አቀረበ
word: የአናጺው	stem: የአናጺ
word: በወንድሞቹና	stem: ወንድሞቹና
word: ከብዶት	citation: ከበደ
word: የሚያደርሱብኝን	citation: አደረሰ
word: የሜዶንን	stem: ሜዶን
word: በእሷ	stem: እስዋ
word: ያመፀውም	stem: ያመጸ
word: ተጸይፌያችሁ	stem: ተጸይፌያችህ
word: የሚያምር	stem: ሚያምር
word: ስላልነበረው	citation: ነበረ
word: ይደቆሳሉ	citation: ተደቆሰ
word: የሠራኋቸውን	stem: ሰራህዋቸውን
word: የተፈጸመን	citation: ተፈጸመ
word: እንዳለብኝ	stem: ንዳለብኝ
word: በደረሰባትም	citation: ደረሰ
word: ንጋቶቹን	stem: ንጋት
word: ያወጣኋችሁ	stem: ያወጣህዋችህ
word: የምንጽፍላችሁ	stem: የምንጽፍላችህ
word: የምኮራበትን	stem: ምኮራበትን
word: ክብሬና	stem: ክብር
word: በበደላችን	stem: በደል
word: ያማረችና	stem: አማረች
word: ላሳውቃችሁ	stem: ላሳውቅ
word: ስለሚተማመን	stem: ስለሚተማመ
word: በተጠማ	stem: ተጠማ
word: ናዕራ	citation: ናኧረ
word: ያለፈበት	stem: አለፈበት
word: አትስጠኝ	citation: ሰጠነ
word: የሌሎቹን	stem: ሌላ
word: እንድትከተሉት	citation: ተከተለ
word: በወልድና	stem: በወልድ
word: ዕንቁን	stem: እንቁ
word: የነበረኝ	citation: ነበረ
word: የመጽናናት	stem: መጽናናት
word: ይጋገራል	citation: ተጋገረ
word: ሲፓይን	stem: ሲፓይ
word: ገዢዎችና	stem: ገዢዎች
word: የመጣሁትም	stem: የመጣሁት
word: መራዮትን	stem: መራዮት
word: ይክሰሱት	citation: ከሰሰ
word: እንደጣለ	stem: ንደጣለ
word: አማልክታቸውንም	stem: አማልክታቸውን
word: ስለወሰደውም	stem: ስለወሰደው
word: የባልንጀራህ	stem: ባልንጀራ
word: አሞራውያን	stem: አሞራውያ
word: አሰልፈው	stem: አሰልፈ
word: አሳያህ	stem: አሳያ
word: እየታጠቀ	stem: የታጠቀ
word: ደመናና	stem: ደመና
word: ጠጄንም	stem: ጠጄ
word: የሕይወቱ	stem: ህይወት
word: አንጻ	citation: አነነጸ
word: በአክዓብ	stem: አክአብ
word: እኩሌታ	stem: ኩሌታ
word: ይሆናልና	stem: ይሆናል
word: የሚሄዱትና	stem: ሚሄዱትና
word: ትቆረጣጥሚያለሽ	stem: ትቆረጣጥሚያለ
word: ተቀመጪ	citation: ተቀመጠ
word: ልዩና	stem: ልይ
word: ለመፈተንና	stem: ፈተነ
word: መውጫዎቻቸውም	stem: መውጫዎቻቸው
word: የመታደስ	stem: ታደሰ
word: ተራሮች	stem: ተራራ
word: አመለካከት	stem: መለከተ
word: እንደሚወዘወዘው	stem: ሚወዘወዘ
word: ጎዳናዎችሽን	stem: ጎዳና
word: በርሳቸውም	stem: ርሳቸ
word: ሊያባብልህ	stem: ሊያባብል
word: ተቀደደ	citation: ተቀደደ
word: ከእኔና	stem: እኔ
word: የሚያገለግሉኝ	citation: አገለገለ
word: ቃርቃ	citation: ቃረቀ
word: የለመነውን	citation: ለመነ
word: ፈስሶ	citation: ፈሰሰ
word: ይዘብቱብናል	citation: ዘበተ
word: መርዶክዮስም	stem: መርዶክዮስ
word: ያሴሩ	stem: ያሴር
word: እግሮቻችሁ	stem: እግር
word: የሚገድልና	citation: ገደለ
word: አወጣቸው	stem: አወጣቸ
word: በመግባትም	stem: በመግባት
word: የከብቶችም	stem: ከብት
word: እንደሚደፍቅ	stem: ሚደፍቅ
word: በጺቅላግ	stem: ጺቅላግ
word: በክብርና	stem: ክብር
word: ለነቢያት	stem: ነቢያት
word: አጠቁርባችኋለሁ	citation: አጠቆረ
word: ሰፈረ	citation: ሰፈረ
word: ለፈጸሙት	citation: ፈጸመ
word: ድንኳናቸውም	stem: ድንኳናቸ
word: ሊባኖሶች	stem: ሊባኖሳ
word: እያከናወኑ	citation: አከናወነ
word: ይሻሉ	stem: ይሻል
word: ጥጆችን	stem: ጥጅ
word: ትነግረኛለህ	citation: ነገረ
word: ዶቃዎች	stem: ዶቃዋ
word: እንዲቀርብ	citation: ቀረበ
word: ሳይኖራቸው	stem: ሳይኖራቸ
word: ተግባራችሁንም	stem: ተግባር
word: ስለነገርሽን	citation: ነገረ
word: ፈጽምብኝ	citation: ፈጸመ
word: አስወግድ	citation: አስወገደ
word: ዳኞችን	stem: ዳኞች
word: ቀድስ	citation: ቀደሰ
word: ሄጄ	stem: ሄጅ
word: አድርሱባቸው	citation: አደረሰ
word: የድንኳኔም	stem: ድንክዋን
word: አደቃቸዋለሁ	citation: አደቀቀ
word: በማከናወኑ	stem: አከናወነ
word: ያዘዋል	stem: አዘዋል
word: ሐሩርና	stem: ሀሩር
word: ከሌለማ	stem: ሌለማ
word: የፈየደላቸው	stem: የፈየደል
word: ቅድስና	stem: ቅድስ
word: ከተማችን	stem: ተማችን
word: የእዝን	stem: እዝ
word: ካላመናችሁ	stem: ካላመናችህ
word: አትግዟቸው	stem: አትግዝዋቸ
word: ቁጣህን	stem: ቁጣ
word: በተከፈለው	citation: ተከፈለ
word: የሌላቸውና	stem: ሌላቸውና
word: የቀረውም	stem: የቀረ
word: ከድንኳናቸው	stem: ከድንኳናቸ
word: እንዲያዝ	stem: ንዲያዝ
word: የሌዊን	stem: የሌዊ
word: ነፋስንና	stem: ነፋስ
word: ይዞን	stem: ይዞ
word: መሣሪያዎቻችን	stem: መሳሪያ
word: አለበሰው	citation: አለበሰ
word: ሄማንን	stem: ሄማን
word: ያለሽ	stem: አለ
word: ስለፈጀባቸው	stem: ፈጀባቸ
word: ሃታክን	stem: ሀታክ
word: የሚከተሉት	citation: ተከተለ
word: እንደተንጠለጠለ	stem: ንደተንጠለጠለ
word: ትገድለኛለህ	citation: ገደለ
word: እንዲሆንለት	stem: ንዲሆንለት
word: ያነክታል	stem: አነክታል
word: ከኬብሮን	stem: ኬብሮን
word: ከውጊያው	stem: ውጊያ
word: የምትወስዳቸውን	citation: ወሰደ
word: ለበሉባቸው	stem: በሉብ
word: ሠረገላውንና	stem: ሰረገላው
word: ማያያዣዎቻቸውንም	stem: ማያያዣዎች
word: መሸሻዬና	stem: መሸሻዬ
word: ከቤተሰቦቻቸውም	stem: ከቤተሰባ
word: የዝሙት	stem: ዝሙት
word: እንድትማሩ	stem: እንድትማር
word: በተረዳች	stem: ተረዳች
word: እንደፈጠርኩ	citation: ፈጠረ
word: ተዳርጋለች	citation: ተዳረገ
word: ይስጣችሁ	stem: ይስጣችህ
word: ስገኝ	citation: ሰገነ
word: የሄልባን	stem: የሄልባ
word: እንዲቀመጥባቸው	citation: ተቀመጠ
word: የሚነግሥበት	citation: ነገሰ
word: አለመሆኑ	stem: አለመሆን
word: በማለው	stem: ማለው
word: በዘሩ	stem: ዘር
word: በአማልክቱም	stem: በአማልክት
word: አልሰጠሁም	stem: አልሰጠሁ
word: ምናሴንና	stem: ምናስ
word: የሚከፍልበት	citation: ከፈለ
word: ሰፋሪና	stem: ሰፈረ
word: ቀድሰውም	stem: ቀድሰ
word: ጠሩ	stem: ጠር
word: ስለሆኑም	stem: ስለሆን
word: እጆቹ	stem: እጆች
word: የተከሰተ	citation: ተከሰተ
word: ለተካፈሉት	citation: ተካፈለ
word: አሽክላ	citation: አሸከለ
word: ለሌላቸውም	stem: ሌል
word: እንዲርቅ	stem: ንዲርቅ
word: ሰውነታቸውን	stem: ሰውነታቸው
word: ለአምዖን	stem: ለአምኦ
word: ሌሎቹም	stem: ሌላ
word: ወደኋላው	stem: ወደህዋላ
word: በቅርጽ	stem: ቅርጽ
word: ተወርውረው	citation: ተወረወረ
word: ደንቦቹንና	stem: ደንብ
word: በምትደርስበት	citation: ደረሰ
word: በማሠቃየት	stem: አሰቃየተ
word: ያበደረውን	citation: አበደረ
word: መንግሥታትን	stem: መንግስታት
word: ከኢዮዓብና	stem: ኢዮአብና
word: ሰጥተውኛል	citation: ሰጠተ
word: ከጌታችን	stem: ከጌት
word: ብታርቅ	citation: ታረቀ
word: ባናደርግ	stem: አናደርግ
word: ነጦፋዊው	stem: ነጦፋዊ
word: ባወረድኩ	citation: አወረደ
word: ጭሱ	stem: ጭስ
word: ብትሠሩና	stem: ብትሰር
word: በአድርያ	stem: አድርያ
word: መልስላቸው	citation: መለሰ
word: አቃስት	citation: አቃሰተ
word: ቢደርስብንም	citation: ደረሰ
word: ሟርተኞችም	stem: ምዋርተኛ
word: ቀይሩ	stem: ቀይር
word: የሁድ	stem: ሁድ
word: በሰዶም	stem: ሰዶም
word: የሚረግሟችሁን	stem: ሚረግሟችህ
word: አምላኬም	stem: አምላክ
word: የሰጎንም	stem: የሰጎን
word: እንስሶቿን	stem: እንስሳ
word: ተሳናችሁ	stem: ተሳናችህ
word: ቁራም	stem: ቁራ
word: የምሄደው	stem: ምሄደ
word: አሳልፋለሁ	stem: አሳልፋለህ
word: ያልኳቸው	stem: አልኳቸው
word: ያመጣህ	stem: ያመጣ
word: እንደደረሰች	citation: ደረሰ
word: በአባቷ	stem: በአባትዋ
word: መልአክና	stem: መልአክ
word: አየችውና	stem: አየችው
word: ወደተገረዙት	stem: ተገረዙት
word: ያአዛንያህን	stem: አአዛንያ
word: እንደተቃወማችሁ	stem: ተቃወማችህ
word: ታሳልፋላችሁ	stem: ታሳልፋላችህ
word: አዘጋጅቷልና	stem: አዘጋጅትዋል
word: ሊፈትነው	stem: ሊፈትነ
word: የሠራህ	stem: የሰራ
word: ሊያፈርሰው	citation: አፈረሰ
word: በጡቶቼ	stem: ጡቶች
word: በውስጣችሁም	stem: ውስጥ
word: ለነበረው	citation: ነበረ
word: በሰነዘሩት	citation: ሰነዘረ
word: ብሔርና	stem: ብሄር
word: ሊከሳቸው	citation: ከሰሰ
word: የተጎሳቆሉ	citation: ተጎሳቆለ
word: ፈጥነህም	citation: ፈጠነ
word: ጠይቁ	stem: ጠይቅ
word: የባአና	stem: ባአና
word: በባአል	stem: ባአል
word: አልቅስ	citation: አለቀሰ
word: የምትወጣውን	stem: ምትወጣውን
word: በአፋቸውና	stem: አፋቸ
word: የሞቱትም	stem: የሞቱት
word: ፑጥና	stem: ፑጥ
word: የሚያከናውነው	citation: አከናወነ
word: ሠራዊታቸውን	stem: ሰራዊት
word: ያደረግኩትም	citation: አደረገ
word: ፍጥረትና	stem: ፍጥረት
word: ለኃይሌ	stem: ሀይል
word: ለስሙም	stem: ስም
word: እየጠበቀ	stem: የጠበቀ
word: ወቅጠህ	citation: ወቀጠ
word: እንዳወቀ	stem: አወቀ
word: የሳምንታትን	stem: ሳምንታት
word: የምትቃወመው	stem: የምትቃወመ
word: አይኖረኝም	stem: አይኖረኝ
word: ብልጽግና	stem: ብልጽግ
word: ይመጡባታል	citation: መጠጠ
word: ከልባቸው	citation: ከለበ
word: ወደምትወርሷት	stem: ምትወርሷት
word: ደሞዙን	stem: ደሞዝ
word: የሚከፈል	citation: ተከፈለ
word: የማይመረመሩ	stem: ማይመረመር
word: እየተናገርኩት	citation: ተናገረ
word: የትክክለኛ	stem: ትክክለኛ
word: አታውቁም	stem: አታውቅ
word: ፈቀደላቸው	citation: ፈቀደ
word: እንዲጠይቁት	stem: ንዲጠይቁት
word: በሰንሰለትና	stem: ሰንሰለት
word: ለቀቃቸው	citation: ለቀቀ
word: ሲቀርብ	citation: ቀረበ
word: በማስቦካት	stem: ማስቦካት
word: በከተሞቹም	stem: ከተማ
word: እንደተሳለ	stem: ንደተሳለ
word: ከነዌ	stem: ነዌ
word: ተሳሉ	stem: ተሳል
word: ይሯሯጣልና	stem: ይርዋርዋጣልና
word: ባለመቀበል	stem: ተቀበለ
word: ማርገብገቢያዎች	stem: ማርገብገቢያ
word: ልትነግረኝ	citation: ነገረ
word: እጨዱ	stem: ጨድ
word: እንደምታሳዩ	stem: ምታሳይ
word: ይጠቅምሃል	citation: ጠቀመ
word: ምሥክሩንም	stem: ምስክር
word: እንዲኖሩት	stem: ንዲኖሩት
word: ታድርግለት	citation: አደረገ
word: ያወጣው	stem: አወጣው
word: ተከበረ	citation: ተከበረ
word: በአቅራቢያውም	stem: አቅራቢያውም
word: ታናሽየዋ	stem: ታናሽየ
word: ከአገር	stem: አገር
word: ከገሊላና	stem: ከገሊላ
word: ቃይናንን	stem: ቃይናን
word: እንድትኖር	stem: ንድትኖር
word: ከልጆች	stem: ልጅ
word: የዳዊትን	stem: ዳዊት
word: የሚያፈርስ	citation: አፈረሰ
word: መንፈስህንም	stem: ነፈሰ
word: ተላሎች	stem: ተላላ
word: ሲነጋም	stem: ሲነጋ
word: ያዩ	stem: አይ
word: እየወጣን	stem: የወጣን
word: ታላቁን	stem: ታላቅ
word: ተታሎ	citation: ተታለለ
word: በይሖዋና	stem: ይሆ
word: በአባቱና	stem: አባት
word: መቅበዝበዝ	stem: ተቅበዘበዘ
word: ማነሳሳትም	stem: ማነሳሳት
word: አነደዱለት	citation: አነደደ
word: ሊናወጡ	stem: ሊናወጥ
word: ሲጠሯቸው	stem: ሲጠሯቸ
word: የጣለውም	stem: የጣለው
word: ከገፈፉ	stem: ገፈፍ
word: ከተሻገረ	citation: ተሻገረ
word: ያቅፋሉ	stem: ያቅፋል
word: ለድህነት	stem: ድህነት
word: ለመዝመት	stem: ዘመተ
word: የምታውቃቸው	citation: ታወቀ
word: ጥረብ	citation: ጠረበ
word: የወደዳችሁና	citation: ወደደ
word: ስለተጫወትሽብኝ	citation: ተጫወተ
word: ግብዣው	stem: ግብዣ
word: ጎልተው	stem: ጎልተ
word: አደኑን	stem: አደኑ
word: ኤማሁስ	stem: ኤማህ
word: ስንወድና	citation: ወደደ
word: የአገሩ	stem: አገር
word: ጉዳይም	stem: ጉዳይ
word: እንዲሾሙ	stem: እንዲሾም
word: ለለቀስተኞች	stem: ለቀስተኞች
word: ይናቃሉ	stem: ይናቃል
word: ያገኘችው	stem: አገኘችው
word: አልቀረባችሁም	stem: አልቀረባችህ
word: ሲበላውና	stem: ሲበላ
word: የውሸት	stem: ውሸት
word: ወልድም	stem: ወልድ
word: የላሻሮን	stem: ላሻሮ
word: የሚጠበቅባቸው	stem: ሚጠበቅባቸ
word: ቀዶና	stem: ቀዶ
word: ይጠቀምባቸዋል	citation: ተጠቀመ
word: የሚጠሩበትን	stem: ሚጠሩበትን
word: ምክሬን	stem: ምክር
word: ንብረታቸውን	stem: ንብረት
word: መጥረጊያም	stem: ጠረገ
word: ሊይዛቸው	stem: ሊይዝ
word: የገባቻቸው	stem: ገባች
word: የተርሴስና	stem: የተርሴስ
word: የሚሰበሰበውን	citation: ተሰበሰበ
word: በሞገሴ	stem: ሞገሴ
word: የቂስን	stem: የቂስ
word: ገልጠሃል	citation: ገለጠ
word: እንደምገነባውና	stem: ምገነባ
word: ከምዕራብ	stem: ምእራብ
word: ሲይዙህ	stem: ሲይዙ
word: ይጠቡ	citation: ጠበበ
word: የሰበክንላችሁን	stem: ሰበክንላችህ
word: ራስሽ	stem: ራስ
word: በቅሎዋም	stem: በቅሎዋ
word: የነጡ	stem: የነጥ
word: ኃያልነትህን	stem: ሀያልነትህ
word: አብዝቶታል	citation: አበዘተ
word: ፍጻሜም	stem: ፍጻሜ
word: ወረሳችሁ	citation: ወረሰ
word: እባብም	stem: እባብ
word: ሁላችሁ	stem: ሁል
word: እንደምትንከባከብ	stem: ንደምትንከባከብ
word: ድካምህንና	stem: ድካምህን
word: ይሰንዝርበት	citation: ሰነዘረ
word: የተጋገረውንም	stem: ተጋገረ
word: ጥልፎች	stem: ጥልፋ
word: ከኤሊም	stem: ኤሊ
word: የሚዋጋው	stem: ሚዋጋ
word: ሰለባዎቹን	stem: ሰለባ
